job_title,employee_residence,company_location,experience_level,employment_type,salary_in_usd,salary_log1p
Data Engineer,US,US,MI,FT,220000,12.301387370778713
Data Scientist,US,US,SE,FT,148750,11.910029046074355
Security Researcher,CA,CA,MI,FT,83600,11.33381076072374
Data Governance Lead,US,US,SE,FT,112400,11.629828113199304
Data Operations Analyst,US,US,SE,FT,108050,11.590358616866753
AI Engineer,US,US,EX,FT,200000,12.206077645517674
Engineer,US,US,MI,FT,167500,12.02874460037869
Software Engineer,US,US,SE,FT,249400,12.42681732184313
Data Management Specialist,US,US,MI,FT,55000,10.915106645867503
Engineering Manager,US,US,MI,FT,303000,12.621491384816093
Manager,US,US,SE,FT,108000,11.58989576532275
Engineer,US,US,SE,FT,144200,11.8789634386217
Engineer,US,US,SE,FT,103685,11.549122380282046
Data Engineer,US,US,EX,FT,85000,11.350418300109132
Data Scientist,US,US,EN,FT,95000,11.461642696843066
Machine Learning Engineer,GB,GB,EN,FT,35000,10.463131911491967
Applied Scientist,US,US,MI,FT,260000,12.468440756144114
Data Scientist,US,US,SE,FT,105900,11.570259974415547
Associate,US,US,MI,FT,268200,12.49949197838354
Data Scientist,US,US,MI,FT,248920,12.424890856030059
Business Intelligence Engineer,US,US,SE,FT,186800,12.137799158081608
Engineer,US,US,MI,FT,125600,11.74086549476798
Artificial Intelligence Engineer,US,US,SE,FT,180000,12.100717685412471
Software Engineer,US,US,SE,FT,186005,12.133534210239574
Analyst,US,US,EN,FT,82500,11.320565693461432
Data Engineer,US,US,MI,FT,130000,11.775297421715827
Data Engineer,US,US,MI,FT,165300,12.015523333397592
Data Analyst,US,US,SE,FT,296100,12.5984558913214
Product Analyst,US,US,SE,FT,76960,11.251054079018164
Consultant,US,US,MI,FT,158000,11.970356641102999
Data Engineer,US,US,SE,FT,160000,11.982935344196433
Analytics Engineer,US,US,SE,FT,192222,12.16641143537233
Data Scientist,ES,ES,EN,FT,27317,10.215301104562837
Manager,US,US,SE,FT,110400,11.611874470755124
Analyst,US,US,SE,FT,73400,11.203692838488003
Software Development Engineer,US,US,MI,FT,170200,12.044735370544808
Robotics Engineer,US,US,MI,FT,239750,12.387356163748457
Solutions Engineer,US,US,MI,FT,165000,12.013706813470414
Data Scientist,US,US,SE,FT,395000,12.886643575525625
Data Modeler,US,US,SE,FT,81978,11.314218395886835
Research Analyst,US,US,SE,FT,96600,11.478344372113902
AI Engineer,US,US,SE,FT,166200,12.020953178232556
QA Engineer,US,US,SE,FT,175120,12.073232442550472
Consultant,US,US,MI,FT,118200,11.680141844155234
Software Engineer,US,US,SE,FT,232000,12.354496960983985
Data Analyst,US,US,EN,FT,148200,11.906324739459684
Research Engineer,US,US,MI,FT,217000,12.28765724080691
Insight Analyst,GB,GB,EN,FT,51250,10.844490409005417
Software Engineer,US,US,SE,FT,80000,11.289794413577894
Analytics Engineer,US,US,MI,FT,110000,11.608244735642321
Data Scientist,US,US,SE,FT,129300,11.769898298682092
Applied Scientist,CA,CA,SE,FT,132600,11.795099898183592
Manager,US,US,SE,FT,136500,11.824087219587643
Data Engineer,PL,PL,SE,FT,72000,11.184435286790631
Business Analyst,US,US,EN,FT,80000,11.289794413577894
Solution Architect,CA,CA,SE,FT,162200,11.996591585872558
Analyst,GB,GB,SE,FT,158227,11.971792309805048
Engineer,US,US,SE,FT,158500,11.973516181427835
Data Governance Analyst,US,US,EX,FT,87280,11.376888077819869
Product Manager,CA,CA,SE,FT,250000,12.429220196836383
Engineer,US,US,SE,FT,412937,12.9310527396085
Data Engineer,US,US,MI,FT,179875,12.100023003590477
Analytics Engineer,US,US,MI,FT,140700,11.854392350397763
Backend Engineer,GB,GB,SE,FT,208860,12.249424237918277
Data Engineer,US,US,MI,FT,294600,12.593377177438036
Data Analyst,US,US,MI,FT,50000,10.819798284210286
Data Analyst,US,US,MI,FT,95000,11.461642696843066
Data Analyst,US,US,EN,FT,44000,10.691967639914864
Manager,US,US,MI,FT,75000,11.225256725762893
Data Developer,US,US,MI,FT,145537,11.888192499880038
Data Manager,US,US,MI,FT,52853,10.87528867433785
Robotics Engineer,US,US,MI,FT,170000,12.04355959836804
Engineer,NL,NL,SE,FT,240000,12.388398368982115
Data Engineer,LT,LT,MI,FT,86400,11.366754528799243
Quantitative Analyst,US,US,SE,FT,188500,12.146858590895919
Business Intelligence,US,US,EN,FT,39600,10.586609649448985
Developer,US,US,SE,FT,270000,12.506180941677357
Data Analyst,DE,DE,SE,FT,50526,10.830263125852557
BI Developer,US,US,MI,FT,128000,11.759793355371237
Software Engineer,US,US,SE,FT,256000,12.45293662970407
Software Engineer,CA,CA,MI,FT,109000,11.599112335481124
Data Analyst,US,US,EN,FT,66000,11.097425172408931
Account Executive,US,US,EX,FT,410000,12.923914877701906
Data Scientist,US,US,SE,FT,297000,12.601490784782536
Consultant,US,US,MI,FT,100000,11.51293546492023
Data Engineer,US,US,SE,FT,101400,11.52683823202353
Manager,US,US,MI,FT,66800,11.109473329472568
Data Engineer,US,US,EX,FT,167000,12.025755079404917
Manager,US,US,SE,FT,169000,12.037659911047468
Business Intelligence Engineer,US,US,SE,FT,158100,11.97098934828825
Data Scientist,US,US,SE,FT,71000,11.170449240431308
Data Product Manager,US,US,SE,FT,250000,12.429220196836383
Data Scientist,US,US,SE,FT,261050,12.472471069515139
Engineer,US,US,SE,FT,92000,11.429554725537322
Full Stack Engineer,US,US,SE,FT,300000,12.611541086966115
Engineering Manager,US,US,SE,FT,189000,12.149507585033072
Data Developer,US,US,MI,FT,209369,12.251858300679308
Software Engineer,GB,GB,MI,FT,157500,11.967187086434018
Consultant,US,US,MI,FT,98900,11.501874628783144
Software Engineer,US,US,SE,FT,179000,12.095146671399466
Data Analytics Lead,US,US,SE,FT,215000,12.278397958261774
Manager,GB,GB,MI,CT,45000,10.714439990727769
Engineer,IE,IE,SE,FT,111000,11.6172944892629
Software Engineer,US,US,MI,FT,270000,12.506180941677357
Analyst,US,US,SE,FT,273930,12.520631528839495
Engineer,CA,CA,SE,FT,116000,11.661354090741
Data Analyst,US,US,EN,FT,160800,11.987922854613139
Manager,US,US,MI,FT,180000,12.100717685412471
Software Engineer,US,US,SE,FT,136600,11.824819546736247
Manager,AU,AU,MI,FT,114231,11.64598674711013
Data Analyst,US,US,MI,FT,82643,11.322297505332699
Machine Learning Engineer,US,US,SE,FT,212200,12.26528921768626
Analyst,US,US,SE,FT,116000,11.661354090741
Data Scientist,US,US,SE,FT,459000,13.036807667689546
Data Manager,CA,CA,MI,FT,70000,11.156264806643742
Analyst,US,US,SE,FT,72000,11.184435286790631
Software Engineer,US,US,SE,FT,195600,12.183832149044223
Data Architect,US,US,SE,FT,174000,12.066816325306588
Manager,US,US,EX,FT,300000,12.611541086966115
Manager,US,US,SE,FT,122304,11.714273203913981
Data Scientist,CA,CA,SE,FT,168000,12.031725210748633
Data Management Analyst,CA,CA,MI,FT,93800,11.448930795918299
Data Scientist,US,US,SE,FT,180250,12.102105602982014
Business Intelligence Engineer,US,US,SE,FT,156476,11.960664313305722
Manager,US,US,MI,FT,156000,11.957617696467539
Manager,GB,GB,MI,FT,196202,12.186905116516378
Machine Learning Engineer,US,US,SE,FT,111780,11.624296878927884
Data Engineer,US,US,SE,FT,204231,12.22701188154383
Machine Learning Engineer,US,US,SE,FT,183600,12.120520203776788
Full Stack Engineer,IE,IE,SE,FT,91578,11.42495726673675
Data Analyst,LT,LT,SE,FT,46666,10.750792555754964
Software Engineer,CA,CA,SE,FT,65000,11.082157933374816
Data Scientist,US,US,MI,FT,120800,11.701899842594283
Data Analyst,US,US,SE,FT,122000,11.711784520403112
Data Analyst,US,US,EN,FT,267600,12.497252344150006
Data Analyst,US,US,SE,FT,114000,11.643962499267984
Machine Learning Engineer,US,US,SE,FT,100000,11.51293546492023
BI Analyst,US,US,MI,FT,142300,11.86569981146014
Analytics Engineer,US,US,SE,FT,289400,12.575568548598568
Analytics Engineer,US,US,SE,FT,272700,12.516131235860326
Analyst,US,US,EN,FT,80400,11.294781892900653
Software Engineer,US,US,MI,FT,169442,12.040271866060932
Data Scientist,US,US,SE,FT,171835,12.0542958125643
Machine Learning Engineer,FI,FI,SE,FT,115555,11.657510539927786
Data Scientist,US,US,SE,FT,226000,12.328294703023394
AI Engineer,US,US,EX,FT,120000,11.695255355062795
Machine Learning Engineer,CA,CA,SE,FT,98000,11.49273296168228
Data Engineer,US,US,EX,FT,204200,12.226860081860359
Data Governance Analyst,US,US,EN,FT,138000,11.835016210489899
Analyst,US,US,EN,FT,136000,11.820417517632333
Data Reporting Analyst,GB,GB,MI,FT,75000,11.225256725762893
Data Scientist,US,US,SE,FT,198065,12.196355587466792
Research Scientist,US,US,SE,FT,266000,12.491255347155265
Machine Learning Engineer,US,US,SE,FT,246000,12.413090879946887
Associate,US,US,SE,FT,82800,11.324195417595107
Software Engineer,US,US,SE,FT,147700,11.902945238977257
Manager Data Management,IN,IN,SE,FL,36014,10.491690797323463
Data Scientist,DE,DE,MI,FT,220000,12.301387370778713
Data Governance Lead,US,US,SE,FT,123500,11.724004532183379
Analytics Engineer,US,US,EX,FT,210000,12.25486757159303
Manager,US,US,SE,FT,261000,12.472279517715116
Data Engineer,CA,CA,MI,FT,100000,11.51293546492023
Data Scientist,US,US,SE,FT,113840,11.642558016983761
Software Engineer,US,US,EN,FT,116000,11.661354090741
Data Engineer,TR,TR,MI,FT,38146,10.549202396661185
Product Manager,US,US,MI,FT,170300,12.045322738624144
Research Engineer,US,US,SE,FT,306000,12.631343648903034
Data Analytics Lead,US,US,SE,FT,200000,12.206077645517674
Backend Engineer,US,US,SE,FT,163000,12.001511614739405
Data Analyst,US,US,SE,FT,112300,11.62893804540639
Decision Scientist,US,US,SE,FT,206000,12.235636302128867
Manager,US,US,SE,FT,165000,12.013706813470414
Software Engineer,US,US,MI,FT,175644,12.076220191589984
Data Scientist,US,US,MI,FT,75600,11.233224789593368
Engineer,US,US,MI,FT,185000,12.128116509451258
Research Scientist,US,US,SE,FT,180000,12.100717685412471
Software Engineer,US,US,SE,FT,295000,12.59473402514672
Data Engineer,CA,CA,SE,FT,84000,11.338583982516495
Analyst,US,US,EN,FT,99237,11.505276284438613
Data Product Manager,US,US,SE,FT,175000,12.07254696717504
Software Developer,US,US,SE,FT,125500,11.74006900564972
Data Analyst,US,US,SE,FT,93919,11.450198635061923
Machine Learning Engineer,US,US,SE,FT,214500,12.276069679344003
Analyst,US,US,EN,FT,223735,12.318222064347125
Data Analytics Manager,US,US,MI,FT,200000,12.206077645517674
Data Reporting Analyst,US,US,EN,FT,55400,10.922352923113982
Data Engineer,US,US,MI,FT,256500,12.45488784222084
Business Analyst,US,US,SE,FT,114000,11.643962499267984
Full Stack Engineer,US,US,MI,FT,300000,12.611541086966115
Computer Vision Engineer,US,US,SE,FT,183000,12.117246896289503
Data Manager,GB,GB,MI,FT,107594,11.586129457228644
Manager,US,US,MI,FT,136325,11.82280435517906
Data Management Analyst,CA,CA,EN,FT,90011,11.407698273757637
Applied Machine Learning Engineer,US,US,MI,FT,130000,11.775297421715827
Solutions Architect,US,US,MI,FT,118200,11.680141844155234
Engineer,US,US,MI,FT,89600,11.403121759615027
Data Operations,US,US,EX,FT,125900,11.74325116281265
Data Scientist,US,US,MI,FT,108400,11.593592593037384
Engineer,US,US,SE,FT,150700,11.923053020292636
Cloud Engineer,US,US,SE,FT,138900,11.841516728140565
Data Analyst,US,US,SE,FT,182750,12.115879849553279
Data Engineer,US,US,SE,FT,155000,11.951186847493476
Data Scientist,SK,SK,MI,FT,25263,10.137135736495424
Data Scientist,US,US,SE,FT,196700,12.189440088248315
Engineer,US,US,EX,FT,315000,12.660331092405906
Data Scientist,US,US,SE,FT,107000,11.580593459194764
Data Developer,CA,CA,SE,FT,164000,12.00762780434872
Data Analyst,GB,GB,EN,FT,41833,10.641464685013865
Research Assistant,US,US,EN,FT,57700,10.96302978336854
Systems Engineer,US,US,SE,FT,186000,12.133507329024972
Software Engineer,US,US,SE,FT,92000,11.429554725537322
Analyst,US,US,SE,FT,130000,11.775297421715827
Research Engineer,US,US,SE,FT,176000,12.07824495582233
Data Scientist,NL,NL,EN,FT,86488,11.367772517203424
Engineer,US,US,EN,FT,126880,11.751004918300415
Data Analyst,GB,GB,SE,FT,172000,12.055255569732177
Machine Learning Engineer,US,US,EN,FT,153600,11.942113610091182
Research Scientist,CA,CA,MI,FT,137142,11.82877945605483
Data Scientist,US,US,SE,FT,243000,12.400820837540556
Data Scientist,CA,CA,MI,FT,135000,11.813037464800539
Research Scientist,US,US,SE,FT,321600,12.68106692573485
Solutions Engineer,US,US,SE,FT,190000,12.154784614286667
Analytics Engineer,US,US,MI,FT,100000,11.51293546492023
Data Scientist,US,US,SE,FT,209000,12.250094315624496
Machine Learning Engineer,US,US,SE,FT,168500,12.034696963475044
Data Analytics Lead,US,US,SE,FT,342400,12.743737843806207
Power BI Developer,US,US,MI,FT,174000,12.066816325306588
Director of Machine Learning,US,US,SE,FT,558700,13.233369725314978
Machine Learning Engineer,US,US,SE,FT,319000,12.672949516558306
Software Engineer,US,US,SE,FT,163000,12.001511614739405
Consultant,US,US,MI,FT,116334,11.664229239061394
Software Engineer,US,US,MI,FT,158200,11.971621655408228
Decision Scientist,US,US,MI,FT,79310,11.281132111748349
Machine Learning Engineer,US,US,SE,FT,190400,12.15688765342645
Analytics Engineer,US,US,SE,FT,178000,12.08954444723597
Data Engineer,US,US,SE,FT,192000,12.165255859329688
Manager,US,US,MI,FT,132000,11.790564777297387
Data Manager,US,US,MI,FT,65000,11.082157933374816
Data Engineer,US,US,SE,FT,149600,11.915727028992151
Data Governance,US,US,MI,FT,130000,11.775297421715827
Architect,NL,NL,SE,FT,112231,11.628323436398608
Data Governance Engineer,US,US,MI,FT,135000,11.813037464800539
Data Engineer,US,US,SE,FT,204900,12.230282214644559
Machine Learning Architect,US,US,SE,FT,425500,12.961022577169068
Software Engineer,US,US,SE,FT,128250,11.761744560273572
AI Product Owner,US,US,MI,FT,84000,11.338583982516495
Machine Learning Engineer,US,US,EX,FT,202900,12.220473454337986
AI Engineer,US,US,MI,FT,200300,12.20757651415268
Data Analyst,AU,AU,EN,FT,95000,11.461642696843066
Consultant,US,US,SE,FT,188400,12.14632794896594
Data Engineer,GB,GB,SE,FT,69620,11.150821524950869
Data Analyst,US,US,SE,FT,175000,12.07254696717504
Business Intelligence,US,US,SE,FT,149100,11.912379207638454
Data Engineer,GB,GB,MI,FT,73880,11.210210969684486
Product Manager,US,US,SE,FT,149000,11.91170829631447
Software Engineer,US,US,SE,FT,178360,12.091564865363955
Data Management Associate,US,US,MI,FT,77000,11.251573687764477
Software Engineer,US,US,SE,FT,211300,12.261038936200617
Machine Learning Engineer,US,US,SE,FT,174000,12.066816325306588
Consultant,US,US,MI,FT,93080,11.441225360805015
Solutions Architect,US,US,SE,FT,223500,12.317171167298682
Data Analytics Lead,US,US,SE,FT,188640,12.147601016859776
Software Development Engineer,US,US,SE,FT,410000,12.923914877701906
Data Scientist,US,US,MI,FT,72200,11.187209175200515
Software Developer,US,US,MI,FT,163825,12.006560167963537
Data Architect,US,US,SE,FT,187065,12.139216774744108
Manager,US,US,MI,FT,124240,11.729978506727717
Data Architect,US,US,SE,FT,127500,11.755879486687116
Data Engineer,US,US,SE,FT,111000,11.6172944892629
Data Engineer,US,US,SE,FT,161800,11.994122464057146
Data Scientist,US,US,SE,FT,179775,12.099466910463915
Data Engineer,US,US,EX,FT,294000,12.591338447675579
Data Operations Manager,US,US,MI,FT,95000,11.461642696843066
Software Engineer,US,US,MI,FT,180000,12.100717685412471
Data Scientist,US,US,SE,FT,113000,11.635151947212842
Data Engineer,US,US,SE,FT,207800,12.244336169955224
Data Quality Engineer,US,US,MI,FT,130000,11.775297421715827
Software Engineer,CA,CA,MI,FT,196000,12.185875040240456
Data Analyst,US,US,EN,CT,63291,11.055514217838875
Analytics Engineer,CA,CA,SE,FT,146000,11.891368749982085
Machine Learning Engineer,US,US,SE,FT,104000,11.552155793461898
Security Engineer,US,US,SE,FT,135000,11.813037464800539
Machine Learning Platform Engineer,US,US,MI,FT,233840,12.36239667620431
Manager,US,US,SE,FT,152000,11.931642378754141
Data Engineer,US,US,MI,FT,148045,11.90527831526539
Data Engineer,US,US,SE,FT,328500,12.7022951610422
Data Analyst,CA,CA,MI,FT,110630,11.613955618127578
Software Engineer,US,US,SE,FT,67700,11.12285622984002
Machine Learning Engineer,US,US,EX,FT,233500,12.360941638737165
Account Executive,US,US,EX,FT,89540,11.402451899925579
Data Scientist,US,US,EN,FT,103000,11.542493975902508
Data Analyst,US,US,SE,FT,198300,12.197541357359519
Data Analyst,US,US,SE,FT,153900,11.944064817531656
Software Engineer,US,US,EX,FT,150000,11.918397239722838
Software Engineer,US,US,SE,FT,295000,12.59473402514672
Systems Engineer,US,US,SE,FT,440000,12.994532278619134
Data Scientist,US,US,MI,FT,154100,11.945363510579819
Consultant,US,US,SE,FT,193800,12.174587138384211
Software Engineer,US,US,SE,FT,240922,12.39223265934644
Business Intelligence Engineer,US,US,SE,FT,190000,12.154784614286667
Software Engineer,US,US,EN,FT,70000,11.156264806643742
Cloud Engineer,LT,LT,EX,FT,105600,11.567423119906431
NLP Engineer,US,US,SE,FT,275000,12.524530013005734
Analyst,US,US,SE,FT,103900,11.551193801680078
Solutions Architect,US,US,SE,FT,263000,12.479913113434042
Software Engineer,CA,CA,SE,FT,129264,11.76961983979552
Engineer,US,US,SE,FT,150400,11.921060339411943
Data Specialist,US,US,SE,FT,167900,12.031129798974042
Computer Vision Engineer,US,US,MI,FT,214032,12.273885487723003
Data Engineer,US,US,SE,FT,63000,11.050905878263567
Software Engineer,US,US,MI,FT,348000,12.759960632315702
Research Scientist,US,US,SE,FT,105200,11.56362808494399
Product Manager,US,US,MI,FT,195500,12.18332077348399
Software Engineer,US,US,MI,FT,173000,12.06105265381003
AI Developer,US,US,SE,FT,65200,11.08523008522044
Developer,US,US,SE,FT,86900,11.372524818667134
Data Scientist,US,US,SE,FT,130000,11.775297421715827
Software Engineer,US,US,MI,FT,107100,11.581527593460411
Data Scientist,US,US,SE,FT,70000,11.156264806643742
Research Analyst,US,US,SE,FT,112924,11.634479160522805
Engineer,US,US,SE,FT,143200,11.872004516724523
Software Engineer,US,US,SE,FT,164000,12.00762780434872
Software Engineer,US,US,SE,FT,223000,12.314931534737134
Analyst,US,US,MI,FT,120000,11.695255355062795
BI Analyst,GB,GB,EN,FT,48921,10.797982472039825
Data Engineer,US,US,MI,FT,204000,12.225880174775122
Analyst,US,US,SE,FT,77000,11.251573687764477
Research Scientist,US,US,SE,FT,194500,12.178192583415596
Data Engineer,US,US,SE,FT,274800,12.523802478333899
Machine Learning Engineer,US,US,EX,FT,251000,12.433212202169729
Data Scientist,CA,CA,SE,FT,244000,12.404927602627597
Data Scientist,US,US,SE,FT,222480,12.312596983683793
Data Scientist,US,US,EN,FT,72100,11.185823192802378
Data Scientist,US,US,MI,FT,235400,12.36904572188765
Data Analytics Specialist,US,US,MI,FT,97000,11.48247656671073
Data Engineer,US,US,MI,FT,130000,11.775297421715827
Solution Architect,US,US,SE,FT,223400,12.316723641882957
Data Engineer,IN,IN,EN,FT,38724,10.56424066528507
Manager,US,US,SE,FT,100000,11.51293546492023
Site Reliability Engineer,US,US,SE,FT,119100,11.687727151613768
Research Scientist,US,US,SE,FT,170500,12.046496440791149
Data Scientist,NL,NL,EN,FT,59368,10.991527483599203
Data Engineer,US,US,SE,FT,89000,11.39640288460621
Data Scientist,US,US,SE,FT,149820,11.917196527155877
Manager,US,US,SE,FT,159000,11.976665770490767
Statistician,US,US,SE,FT,122250,11.713831587262764
Machine Learning Engineer,US,US,MI,FT,251666,12.435862064065486
Engineer,US,US,SE,FT,98500,11.49782197939291
Product Manager,US,US,MI,FT,117200,11.671645688511857
Manager,US,US,MI,FT,253000,12.441148720271016
Business Intelligence,US,US,EX,FT,220000,12.301387370778713
